GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,Save%.1,Matches,Key
47,1.42,142,97,71.8,14,8,11,9,27.3,7,7,0,0,,2022-2023_lukashradecky
2,2,4,2,50,0,0,1,0,0,0,0,0,,,2022-2023_andreylunyov
51,1.55,130,80,62.3,13,10,10,6,18.2,2,2,0,0,,2022-2023_kevintrapp
1,1,5,4,80,0,1,0,0,0,0,0,0,,,2022-2023_diantramaj
48,1.41,147,101,70.1,13,10,11,12,35.3,7,4,1,20,,2022-2023_koencasteels
39,1.5,109,69,67,9,8,9,7,26.9,5,3,1,25,,2022-2023_robinzentner
16,2,44,26,65.9,3,2,3,0,0,3,1,2,66.7,,2022-2023_finndahmen
18,1.26,56,38,71.4,5,4,6,5,33.3,2,2,0,0,,2022-2023_jonasomlin
14,1.4,60,47,80,4,4,2,3,30,2,2,0,0,,2022-2023_yannsommer
12,2.12,33,21,66.7,1,1,3,1,20,1,1,0,0,,2022-2023_tobiassippel
11,2.75,31,20,67.7,1,1,2,0,0,1,1,0,0,,2022-2023_janolschowsky
54,1.59,129,77,61.2,10,12,12,6,17.6,5,4,1,20,,2022-2023_marvinschwabe
57,1.68,161,105,65.8,10,6,18,5,14.7,3,2,0,0,,2022-2023_oliverbaumann
61,1.89,170,110,65.3,10,5,18,4,12.1,3,2,1,33.3,,2022-2023_jiripavlenka
3,1.78,14,11,78.6,0,1,0,0,0,0,0,0,,,2022-2023_michaelzetterer
72,2.12,200,128,68,10,5,19,5,14.7,14,8,3,27.3,,2022-2023_manuelriemann
41,1.78,136,93,70.6,8,3,12,5,21.7,4,1,2,66.7,,2022-2023_rafagikiewicz
22,2,65,45,66.2,1,4,6,1,9.1,0,0,0,,,2022-2023_tomaskoubek
34,1.79,87,53,62.1,3,7,9,1,5.3,1,1,0,0,,2022-2023_florianmuller
23,1.53,59,37,69.5,4,5,6,1,6.7,5,5,0,0,,2022-2023_fabianbredlow
58,2.57,138,80,60.9,4,4,14,2,9.1,4,4,0,0,,2022-2023_alexanderschwolow
13,1.14,55,43,78.2,3,6,3,5,41.7,2,1,0,0,,2022-2023_ralffahrmann
68,2.06,163,94,61.3,6,8,19,3,9.1,6,5,1,16.7,,2022-2023_oliverchristensen
1,1,7,6,85.7,1,0,0,0,0,0,0,0,,,2022-2023_tjarkernst
18,0.48,98,83,84.7,28,4,6,26,68.4,3,3,0,0,,2022-2023_marc-andreterstegen
2,2.47,4,2,50,0,0,0,0,,0,0,0,,,2022-2023_inakipena
29,0.94,118,88,78.8,20,5,6,10,32.3,5,4,1,20,,2022-2023_thibautcourtois
7,1,18,12,61.1,4,1,2,3,42.9,0,0,0,,,2022-2023_andriylunin
20,0.72,79,59,75.9,17,5,6,11,39.3,2,1,0,0,,2022-2023_janoblak
12,1.17,48,36,81.3,6,3,1,2,20,3,3,0,0,,2022-2023_ivogrbic
1,15,1,0,0,0,0,0,0,,0,0,0,,,2022-2023_antoniogomis
35,0.92,133,99,74.4,21,8,9,15,39.5,2,1,1,50,,2022-2023_alexremiro
27,1.23,87,61,73.6,13,3,6,5,22.7,4,4,0,0,,2022-2023_pepereina
10,0.71,56,46,82.1,6,3,5,7,50,0,0,0,,,2022-2023_geronimorulli
3,1.5,6,3,50,0,1,1,0,0,0,0,0,,,2022-2023_filipjrgensen
32,1.23,104,73,71.2,12,4,10,9,34.6,2,2,0,0,,2022-2023_ruisilva
9,0.75,42,33,81,5,5,2,4,33.3,1,1,0,0,,2022-2023_claudiobravo
19,0.9,77,59,75.3,10,5,6,8,38.1,0,0,0,,,2022-2023_aitorfernandez
23,1.35,71,48,69,5,3,9,3,17.6,4,1,1,50,,2022-2023_sergioherrera
37,1.21,104,70,67.3,13,6,12,9,29,3,3,0,0,,2022-2023_unaisimon
6,0.8,19,13,68.4,1,3,3,2,28.6,0,0,0,,,2022-2023_julenagirrezabala
40,1.11,133,92,74.4,13,8,15,12,33.3,7,6,1,14.3,,2022-2023_predragrajkovic
3,3,8,5,62.5,0,0,1,0,0,0,0,0,,,2022-2023_dominikgreif
0,0,4,4,100,1,0,0,1,100,0,0,0,,,2022-2023_leonardoroman
37,1.32,125,87,73.6,11,8,9,4,14.3,6,4,1,20,,2022-2023_paulogazzaniga
18,1.8,43,25,62.8,2,2,6,0,0,2,2,0,0,,2022-2023_juancarlos
49,1.33,139,94,67.6,13,10,14,9,24.3,5,4,0,0,,2022-2023_stoledimitrievski
4,3.75,5,1,20,0,0,1,0,0,0,0,0,,,2022-2023_diegolopez
41,1.72,106,66,63.2,7,6,12,4,16,3,2,1,33.3,,2022-2023_yassinebounou
13,0.92,55,43,76.4,6,4,3,5,38.5,0,0,0,,,2022-2023_markodmitrovic
29,1.53,72,42,62.5,5,5,9,6,31.6,4,2,2,50,,2022-2023_agustinmarchesin
24,1.26,62,38,66.1,6,5,8,4,21.1,4,3,0,0,,2022-2023_ivanvillar
48,1.41,179,130,77.7,9,11,14,12,35.3,9,8,1,11.1,,2022-2023_jeremiasledesma
5,1.25,23,18,82.6,1,1,2,1,25,1,1,0,0,,2022-2023_davidgil
45,1.18,166,119,75.3,10,12,16,13,34.2,8,4,4,50,,2022-2023_davidsoria
45,1.18,148,105,70.9,11,9,18,7,18.4,5,2,0,0,,2022-2023_giorgimamardashvili
61,1.67,193,132,70.5,11,8,18,4,10.8,6,4,1,20,,2022-2023_fernando
2,2,5,3,60,0,0,1,0,0,0,0,0,,,2022-2023_fernandopacheco
2,4,5,3,60,0,0,0,0,,0,0,0,,,2022-2023_diegomarino
42,1.51,145,101,74.5,9,5,14,8,28.6,9,5,3,37.5,,2022-2023_jordimasip
21,2.1,51,30,60.8,2,2,6,1,10,1,1,0,0,,2022-2023_sergioasenjo
0,0,3,3,100,0,0,0,0,,0,0,0,,,2022-2023_alvaroaceves
33,2.06,88,54,67,4,3,9,3,18.8,5,4,1,20,,2022-2023_fernandopacheco
18,1.64,50,33,64,3,4,4,2,18.2,0,0,0,,,2022-2023_alvarofernandez
14,1.4,40,27,65,1,5,4,1,10,0,0,0,,,2022-2023_benjaminlecomte
3,3,4,1,50,0,1,0,0,0,1,1,0,0,,2022-2023_joangarcia
63,1.75,200,136,72,5,10,21,4,11.1,10,7,3,30,,2022-2023_edgarbadia
4,2,8,4,50,0,0,2,0,0,0,0,0,,,2022-2023_axelwerner
40,1.06,160,120,76.3,27,4,7,13,34.2,5,2,1,33.3,,2022-2023_gianluigidonnarumma
0,0,0,0,,0,0,0,0,,0,0,0,,,2022-2023_alexandreletellier
28,0.76,125,98,80,24,9,4,15,40.5,3,3,0,0,,2022-2023_bricesamba
1,1,4,3,75,1,0,0,0,0,0,0,0,,,2022-2023_jean-louisleca
34,1.05,123,90,76.4,21,4,7,10,31.3,5,5,0,0,,2022-2023_paulopez
6,1.09,19,15,68.4,1,3,2,0,0,0,0,0,,,2022-2023_rubenblanco
31,0.93,110,79,73.6,19,5,10,12,35.3,3,2,1,33.3,,2022-2023_stevemandanda
8,1.77,16,7,56.3,2,0,2,1,25,2,1,1,50,,2022-2023_doganalemdar
31,0.97,105,76,72.4,16,9,7,10,31.3,3,2,1,33.3,,2022-2023_lucaschevalier
13,2.17,17,4,35.3,3,1,2,0,0,2,2,0,0,,2022-2023_leojardim
58,1.53,195,140,72.8,19,8,11,9,23.7,5,5,0,0,,2022-2023_alexandernubel
39,1.25,131,94,75.6,16,4,12,7,21.9,7,7,0,0,,2022-2023_anthonylopes
8,1.2,24,17,83.3,2,4,0,1,16.7,4,4,0,0,,2022-2023_remyriou
47,1.27,161,110,75.8,17,8,12,10,27,12,8,4,33.3,,2022-2023_morydiaw
2,2,3,1,33.3,0,0,1,0,0,0,0,0,,,2022-2023_ouparinedjoco
35,0.97,141,105,77.3,15,12,9,11,30.6,5,3,1,25,,2022-2023_kasperschmeichel
2,1,6,4,66.7,0,1,1,0,0,0,0,0,,,2022-2023_marcinbuka
29,1.44,98,70,71.4,11,4,6,3,14.3,1,1,0,0,,2022-2023_yvonmvogo
24,1.34,84,60,72.6,4,6,7,5,29.4,1,1,0,0,,2022-2023_vitomannone
31,1,137,107,78.1,11,12,8,14,45.2,1,1,0,0,,2022-2023_yehvanndiouf
14,2,29,16,58.6,1,3,3,0,0,2,2,0,0,,2022-2023_patrickpentz
22,1.16,96,72,79.2,10,3,6,8,42.1,4,2,2,50,,2022-2023_benjaminlecomte
26,2.01,73,48,68.5,5,1,8,2,14.3,4,3,1,25,,2022-2023_jonasomlin
11,2.43,25,13,60,0,1,3,0,0,3,1,1,50,,2022-2023_bingouroukamara
3,1.99,8,5,62.5,0,0,1,1,100,0,0,0,,,2022-2023_matiscarvalho
57,1.5,179,122,70.4,13,9,16,9,23.7,7,4,3,42.9,,2022-2023_maximedupe
54,1.46,176,122,73.3,11,10,16,8,21.6,9,7,2,22.2,,2022-2023_marcobizot
0,0,3,3,100,0,1,0,1,100,0,0,0,,,2022-2023_joaquinblazquez
59,1.55,174,115,71.8,9,13,16,6,15.8,11,10,0,0,,2022-2023_matzsels
54,1.46,179,129,74.9,7,14,16,11,29.7,9,9,0,0,,2022-2023_albanlafont
1,1,6,5,83.3,0,1,0,0,0,0,0,0,,,2022-2023_remydescamps
41,2.16,96,55,60.4,3,4,12,2,10.5,3,3,0,0,,2022-2023_benoitcostil
20,1.18,74,53,73,4,6,7,5,29.4,2,0,2,100,,2022-2023_ionutradu
2,1,11,9,90.9,1,1,0,0,0,1,1,0,0,,2022-2023_donovanleon
60,1.93,133,74,60.9,6,4,22,4,12.5,9,8,0,0,,2022-2023_benjaminleroy
14,2.33,24,11,45.8,1,1,4,1,16.7,1,1,0,0,,2022-2023_francois-josephsollacaro
0,0,4,4,100,0,0,0,1,,0,0,0,,,2022-2023_ghjuvanniquilichini
65,2.19,177,114,66.1,3,9,18,0,0,5,5,0,0,,2022-2023_gauthiergallon
16,1.92,51,34,72.5,1,3,4,1,12.5,3,2,1,33.3,,2022-2023_mateuszlis
62,2.3,143,84,62.2,1,5,21,3,11.1,9,8,0,0,,2022-2023_paulbernardoni
19,1.73,54,35,66.7,3,1,7,1,9.1,2,1,1,50,,2022-2023_yahiafofana
24,0.71,91,66,74.7,26,5,3,16,47.1,2,1,1,50,,2022-2023_alexmeret
4,1,16,12,75,2,1,1,2,50,0,0,0,,,2022-2023_pierluigigollini
30,0.79,128,99,77.3,21,8,8,21,56.8,2,1,0,0,,2022-2023_ivanprovedel
,,,,,1,,,,,,,,,,2022-2023_luismaximiano
24,1,83,61,73.5,14,3,7,8,33.3,2,2,0,0,,2022-2023_andreonana
18,1.31,52,35,67.3,9,0,5,4,28.6,1,1,0,0,,2022-2023_samirhandanovic
0,0,2,2,100,0,0,0,1,,0,0,0,,,2022-2023_alexcordaz
21,0.96,62,40,69.4,11,7,4,8,36.4,3,2,1,33.3,,2022-2023_mikemaignan
22,1.37,61,40,67.2,9,3,4,4,25,2,2,0,0,,2022-2023_cipriantatarusanu
0,0,0,0,,0,0,0,0,,0,0,0,,,2022-2023_antoniomirante
27,1.17,89,64,71.9,13,4,7,7,29.2,2,2,0,0,,2022-2023_juanmusso
21,1.41,64,43,68.8,6,3,5,2,14.3,1,1,0,0,,2022-2023_marcosportiello
0,0,0,0,,0,0,0,0,,0,0,0,,,2022-2023_francescorossi
35,1,108,73,69.4,17,8,10,13,37.1,3,2,1,33.3,,2022-2023_ruipatricio
3,1,10,7,70,1,1,1,1,33.3,0,0,0,,,2022-2023_milesvilar
26,0.95,93,67,75.3,17,3,8,14,50,3,3,0,0,,2022-2023_wojciechszczesny
7,0.66,40,32,85,5,3,2,6,60,2,1,1,50,,2022-2023_mattiaperin
38,1.31,96,59,66.7,9,8,12,5,17.2,7,6,1,14.3,,2022-2023_pietroterracciano
3,0.6,11,8,81.8,4,1,0,2,40,1,1,0,0,,2022-2023_michelecerofolini
2,0.67,8,6,75,1,2,0,2,66.7,0,0,0,,,2022-2023_pierluigigollini
0,0,5,5,100,1,0,0,1,100,0,0,0,,,2022-2023_salvatoresirigu
49,1.32,161,113,73.9,13,12,12,7,18.9,9,7,2,22.2,,2022-2023_ukaszskorupski
0,0,4,4,100,1,0,0,1,100,0,0,0,,,2022-2023_francescobardi
41,1.08,136,95,73.5,14,11,13,11,28.9,6,5,0,0,,2022-2023_vanjamilinkovic-savic
49,1.32,167,119,72.5,14,10,13,10,27,3,3,0,0,,2022-2023_micheledigregorio
3,3,5,2,40,0,0,1,0,0,0,0,0,,,2022-2023_alessiocragno
48,1.26,137,91,69.3,11,13,14,10,26.3,7,6,0,0,,2022-2023_marcosilvestri
55,1.57,117,64,55.6,12,8,15,9,25.7,3,3,0,0,,2022-2023_andreaconsigli
3,1.5,6,3,66.7,0,1,1,0,0,1,1,0,0,,2022-2023_gianlucapegolo
3,3,7,4,57.1,0,0,1,0,0,0,0,0,,,2022-2023_alessandrorusso
39,1.26,134,95,73.9,9,12,10,7,22.6,6,4,1,20,,2022-2023_guglielmovicario
9,1.29,24,15,62.5,1,1,5,2,28.6,0,0,0,,,2022-2023_samueleperisan
1,12.86,1,0,0,0,0,0,0,,0,0,0,,,2022-2023_samirujkani
33,1.65,105,71,71.4,4,10,6,4,20,4,3,1,25,,2022-2023_guillermoochoa
27,1.59,87,57,73.6,4,5,8,3,17.6,7,4,3,42.9,,2022-2023_luigisepe
2,2,4,2,50,1,0,0,0,0,0,0,0,,,2022-2023_vincenzofiorillo
46,1.21,156,112,73.7,8,12,18,6,15.8,6,5,1,16.7,,2022-2023_wladimirofalcone
54,1.65,164,112,69.5,6,10,18,6,17.6,6,4,1,20,,2022-2023_bartomiejdragowski
4,1.08,13,9,76.9,0,3,1,0,0,1,1,0,0,,2022-2023_jeroenzoet
2,2.43,3,1,33.3,0,0,0,0,,0,0,0,,,2022-2023_petarzovko
2,2.73,3,1,33.3,0,0,0,0,,0,0,0,,,2022-2023_federicomarchetti
59,1.59,181,124,68,7,9,21,5,13.5,2,1,1,50,,2022-2023_lorenzomontipo
0,0,4,4,100,0,1,0,1,100,0,0,0,,,2022-2023_simoneperilli
47,1.74,153,107,70.6,4,9,14,4,14.8,2,2,0,0,,2022-2023_marcocarnesecchi
19,2.11,64,45,75,0,3,6,1,11.1,3,3,0,0,,2022-2023_ionutradu
3,1.5,8,5,62.5,1,0,1,1,50,0,0,0,,,2022-2023_mouhamadousarr
39,1.56,121,82,71.9,2,6,17,4,16,7,5,2,28.6,,2022-2023_emilaudero
23,2.56,64,41,67.2,0,3,6,0,0,2,2,0,0,,2022-2023_nicolaravaglia
9,2.25,30,21,73.3,1,1,2,0,0,2,1,0,0,,2022-2023_martinturk
19,0.76,77,59,75.3,17,6,2,12,48,0,0,0,,,2022-2023_justinbijlow
11,1.22,26,15,57.7,8,1,0,1,11.1,1,0,1,100,,2022-2023_timonwellenreuther
35,1.17,106,71,68.9,20,5,5,10,33.3,2,2,0,0,,2022-2023_walterbenitez
5,1.25,15,12,66.7,3,1,0,1,25,0,0,0,,,2022-2023_joeldrommel
20,1.05,64,44,70.3,11,5,3,7,36.8,1,1,0,0,,2022-2023_geronimorulli
18,1.2,50,32,64,9,4,2,4,26.7,0,0,0,,,2022-2023_remkopasveer
18,1,45,27,66.7,10,4,4,7,38.9,3,3,0,0,,2022-2023_mathewryan
17,1.06,51,33,68.6,10,3,3,5,31.3,2,1,1,50,,2022-2023_hobieverhulst
27,0.82,123,96,78.9,17,10,6,16,48.5,2,1,1,50,,2022-2023_larsunnerstall
0,0,1,1,100,1,0,0,1,100,0,0,0,,,2022-2023_przemysawtyton
34,1.06,151,117,78.8,16,7,9,14,43.8,3,2,1,33.3,,2022-2023_nickolij
3,1.5,7,4,57.1,1,1,0,0,0,0,0,0,,,2022-2023_yourischoonderwaldt
50,1.56,154,104,68.2,14,8,10,10,31.3,1,1,0,0,,2022-2023_vasiliosbarkas
0,0,6,6,100,1,1,0,2,100,0,0,0,,,2022-2023_fabiandekeijzer
16,0.89,67,51,77.6,8,6,4,7,38.9,1,1,0,0,,2022-2023_andriesnoppert
34,2.12,77,43,59.7,4,4,8,2,12.5,4,3,1,25,,2022-2023_xaviermous
0,0,0,0,,0,0,0,1,,0,0,0,,,2022-2023_janbekkema
55,1.72,188,132,72.9,11,8,13,6,18.8,7,4,2,33.3,,2022-2023_etiennevaessen
9,4.5,20,11,60,0,0,2,0,0,1,1,0,0,,2022-2023_joelcastropereira
31,1.22,97,66,68,8,7,11,6,23.1,1,0,1,100,,2022-2023_kjellscherpen
11,1.72,24,13,58.3,2,3,1,2,33.3,1,1,0,0,,2022-2023_daanreiziger
8,3.71,14,6,42.9,0,0,2,1,50,0,0,0,,,2022-2023_jeroenhouwen
56,1.65,172,117,68.6,10,10,14,8,23.5,2,2,0,0,,2022-2023_jeffreydelange
43,1.34,178,136,77.5,8,14,10,9,28.1,3,3,0,0,,2022-2023_jaspercillessen
2,1,5,3,80,0,1,1,0,0,1,1,0,0,,2022-2023_mattijsbranderhorst
52,1.68,165,115,70.3,10,6,15,7,22.6,3,3,0,0,,2022-2023_ivorpandur
10,3.33,19,9,47.4,0,0,3,0,0,0,0,0,,,2022-2023_yanickvanosch
71,2.15,203,134,66,9,6,18,4,12.1,4,2,2,50,,2022-2023_filipstankovic
0,0,1,1,100,1,0,0,1,100,0,0,0,,,2022-2023_barrylauwers
71,2.11,239,170,70.7,9,5,20,8,23.5,1,1,0,0,,2022-2023_stijnvangassel
0,0,2,2,100,0,0,0,0,,0,0,0,,,2022-2023_norbertalblas
44,1.76,122,78,65.6,5,8,12,6,24,2,2,0,0,,2022-2023_mickeyvanderhart
21,2.33,42,22,50,1,2,6,1,11.1,0,0,0,,,2022-2023_ericoelschlagel
28,1.65,103,76,75.7,2,3,12,4,23.5,3,3,0,0,,2022-2023_joaovirginia
37,2.31,99,64,65.7,3,1,12,3,18.8,4,3,0,0,,2022-2023_robbinruiter
4,4,5,1,20,0,0,1,0,0,0,0,0,,,2022-2023_brettminnema
49,2.04,119,70,62.2,3,4,17,3,12.5,4,4,0,0,,2022-2023_michaelverrips
14,1.87,42,28,71.4,0,2,6,1,12.5,2,2,0,0,,2022-2023_peterleeuwenburgh
12,4.78,31,19,64.5,1,0,1,0,0,1,1,0,0,,2022-2023_jandeboer
20,0.59,72,53,75,28,3,3,20,58.8,2,2,0,0,,2022-2023_odisseasvlachodimos
0,0,1,1,100,0,0,0,1,,0,0,0,,,2022-2023_samuelsoares
22,0.67,79,60,77.2,26,4,3,16,48.5,4,4,0,0,,2022-2023_diogocosta
0,0,0,0,,1,0,0,1,100,0,0,0,,,2022-2023_claudioramos
28,0.88,109,81,78,24,3,5,16,50,5,4,0,0,,2022-2023_matheus
2,1.08,4,2,50,1,0,1,0,0,0,0,0,,,2022-2023_tiagosa
0,0,0,0,,0,0,0,1,,0,0,0,,,2022-2023_lukashornicek
29,0.94,91,63,72.5,21,4,6,13,41.9,4,4,0,0,,2022-2023_antonioadan
3,1,4,1,25,2,1,0,1,33.3,0,0,0,,,2022-2023_francoisrael
32,1.07,134,99,79.1,15,6,9,13,43.3,9,4,4,50,,2022-2023_ignaciodearruabarrena
4,1.33,10,6,70,0,2,1,1,33.3,1,1,0,0,,2022-2023_emilijuszubas
1,1,5,4,80,0,1,0,0,0,0,0,0,,,2022-2023_mosquito
0,0,0,0,,0,0,0,1,,0,0,0,,,2022-2023_joaovalido
25,0.93,97,72,75.3,15,4,8,13,48.1,2,1,0,0,,2022-2023_brunovarela
11,2.2,22,12,54.5,0,1,4,1,20,1,1,0,0,,2022-2023_celtonbiai
3,1.5,9,6,66.7,1,0,1,0,0,0,0,0,,,2022-2023_rafa
33,1.1,150,117,81.3,11,10,9,9,30,6,5,0,0,,2022-2023_paulovitorfagundesdosanjos
7,1.76,18,9,66.7,1,0,3,0,0,4,1,2,66.7,,2022-2023_rodrigonascimento
0,0,0,0,,0,0,0,1,,0,0,0,,,2022-2023_goncalofilipe
45,1.36,151,106,74.8,13,4,16,10,30.3,9,7,2,22.2,,2022-2023_luizlucioreisjunior
2,2,5,3,60,0,1,0,0,0,0,0,0,,,2022-2023_ivanzlobin
44,1.57,122,79,67.2,8,8,12,5,17.9,6,4,1,20,,2022-2023_rafaelbracalli
9,1.8,15,6,46.7,3,0,2,1,20,1,1,0,0,,2022-2023_cesar
1,1,6,5,83.3,1,0,0,0,0,0,0,0,,,2022-2023_joaogoncalves
31,1,131,98,79.4,11,8,12,11,35.5,6,4,2,33.3,,2022-2023_ricardobatista
7,3.5,18,13,61.1,0,0,2,0,0,0,0,0,,,2022-2023_lucaspaes
2,2,3,1,66.7,0,0,1,0,0,1,1,0,0,,2022-2023_joao
37,1.12,133,95,77.4,11,7,15,11,33.3,9,7,2,22.2,,2022-2023_fabijanbuntic
1,1,6,5,83.3,0,0,1,0,0,0,0,0,,,2022-2023_luizfelipe
39,1.22,146,107,73.3,10,10,12,10,31.3,3,0,2,100,,2022-2023_jhonatan
4,2,8,5,62.5,0,0,2,0,0,1,1,0,0,,2022-2023_magrao
26,1.1,121,95,80.2,6,6,11,7,30.4,2,2,0,0,,2022-2023_andrew
15,1.45,55,40,74.5,4,1,6,1,9.1,1,1,0,0,,2022-2023_stanislavkritsyuk
41,1.29,144,102,76.4,10,4,18,8,25,10,7,2,22.2,,2022-2023_danielleite
8,3.55,18,9,72.2,0,1,1,0,0,4,3,1,25,,2022-2023_pedrojosemoreirasilva
46,1.53,181,135,75.7,7,4,19,6,20,4,2,1,33.3,,2022-2023_kosukenakamura
2,0.5,18,16,88.9,3,0,1,2,50,0,0,0,,,2022-2023_samuelportugal
24,1.71,68,45,69.1,5,1,8,2,14.3,4,3,0,0,,2022-2023_marcelocarne
23,2.87,53,30,58.5,0,1,7,0,0,2,1,0,0,,2022-2023_joaomiguelmacedosilva
11,1.83,20,9,55,1,0,5,1,16.7,2,2,0,0,,2022-2023_giorgimakaridze
5,0.83,26,21,84.6,1,3,2,2,33.3,1,1,0,0,,2022-2023_matoustrmal
22,1.39,80,60,72.5,6,3,7,2,12.5,1,0,0,,,2022-2023_josecarlosmarafona
17,1.86,34,17,52.9,0,2,7,1,11.1,1,1,0,0,,2022-2023_igorvekic
14,2.33,35,23,60,0,0,6,0,0,0,0,0,,,2022-2023_jordialmeida
9,3,18,9,55.6,0,0,3,0,0,1,1,0,0,,2022-2023_joseoliveira
49,1.88,129,82,66.7,4,5,17,4,15.4,9,6,1,14.3,,2022-2023_gabrielbatista
9,1.13,31,21,74.2,1,2,5,1,12.5,4,1,1,50,,2022-2023_marcoandrerochapereira
32,0.91,77,46,62.3,26,4,5,11,31.4,3,3,0,0,,2022-2023_ederson
1,0.33,15,14,93.3,2,1,0,2,66.7,0,0,0,,,2022-2023_stefanortega
43,1.13,136,94,70.6,26,6,6,14,36.8,5,3,0,0,,2022-2023_aaronramsdale
43,1.13,142,99,71.1,23,6,9,17,44.7,3,2,1,33.3,,2022-2023_daviddegea
32,0.88,118,85,74.6,19,13,5,14,37.8,5,2,2,50,,2022-2023_nickpope
1,0.57,9,9,88.9,0,1,0,0,0,0,0,0,,,2022-2023_martindubravka
43,1.16,147,105,72.1,19,9,9,14,37.8,4,2,1,33.3,,2022-2023_alisson
4,4,10,6,60,0,1,0,0,0,0,0,0,,,2022-2023_caoimhinkelleher
30,1.3,74,46,66.2,11,5,7,6,26.1,6,5,1,16.7,,2022-2023_robertsanchez
23,1.53,57,36,61.4,7,3,5,6,40,2,1,1,50,,2022-2023_jasonsteele
38,1.09,132,97,74.2,17,7,12,11,30.6,5,4,1,20,,2022-2023_emilianomartinez
8,2.56,19,11,63.2,1,0,1,1,50,1,1,0,0,,2022-2023_robinolsen
39,1.59,117,79,67.5,13,3,9,7,28,1,1,0,0,,2022-2023_hugolloris
24,1.78,55,30,60,5,3,5,3,23.1,3,2,1,33.3,,2022-2023_fraserforster
46,1.21,197,154,77.7,15,14,9,12,31.6,2,2,0,0,,2022-2023_davidraya
51,1.42,192,142,77.1,15,5,16,8,22.2,8,7,1,12.5,,2022-2023_berndleno
2,1,4,2,50,0,2,0,1,50,0,0,0,,,2022-2023_marekrodak
34,1.26,116,84,72.4,7,9,11,6,22.2,2,2,0,0,,2022-2023_vicenteguaita
10,1.11,34,25,76.5,4,3,2,3,33.3,2,2,0,0,,2022-2023_samjohnstone
5,2.5,10,5,50,0,0,2,0,0,0,0,0,,,2022-2023_josephwhitworth
33,1.16,120,90,73.3,8,9,12,9,31,1,1,0,0,,2022-2023_kepaarrizabalaga
14,1.47,39,25,64.1,3,2,4,1,11.1,0,0,0,,,2022-2023_edouardmendy
55,1.53,161,105,67.1,11,7,18,11,30.6,4,2,2,50,,2022-2023_josesa
3,1.5,13,10,76.9,0,1,1,0,0,0,0,0,,,2022-2023_danielbentley
48,1.39,154,106,70.1,11,6,19,8,22.2,4,2,1,33.3,,2022-2023_ukaszfabianski
7,2.04,16,9,68.8,0,1,1,1,50,2,2,0,0,,2022-2023_alphonseareola
39,1.47,138,100,74.6,9,6,12,6,22.2,5,4,0,0,,2022-2023_neto
32,2.78,66,36,54.5,2,0,9,2,18.2,2,2,0,0,,2022-2023_marktravers
31,1.72,85,52,65.9,5,5,8,6,33.3,5,2,2,50,,2022-2023_deanhenderson
32,1.88,83,51,66.3,4,4,9,1,5.9,4,4,0,0,,2022-2023_keylornavas
5,1.66,14,9,64.3,0,2,1,1,33.3,0,0,0,,,2022-2023_waynehennessey
57,1.54,181,123,71.3,7,12,18,8,21.6,6,5,1,16.7,,2022-2023_jordanpickford
0,0,4,4,100,1,0,0,1,100,0,0,0,,,2022-2023_asmirbegovic
46,1.77,119,75,63,7,3,16,6,23.1,3,2,1,33.3,,2022-2023_dannyward
22,1.83,59,38,66.1,2,4,6,1,8.3,2,2,0,0,,2022-2023_danieliversen
67,1.97,158,92,59.5,7,9,18,5,14.7,3,3,0,0,,2022-2023_illanmeslier
11,2.75,27,16,66.7,0,1,3,0,0,3,2,0,0,,2022-2023_joelrobles
56,1.75,120,67,54.2,6,6,20,4,12.5,2,1,1,50,,2022-2023_gavinbazunu
17,2.83,30,14,46.7,0,1,5,0,0,1,1,0,0,,2022-2023_alexmccarthy
25,1.32,55,30,67.3,11,4,4,5,26.3,7,7,0,0,,2022-2023_yannsommer
11,0.92,44,33,79.5,7,4,1,4,33.3,2,2,0,0,,2022-2023_manuelneuer
2,0.67,8,5,75,3,0,0,2,66.7,1,0,1,100,,2022-2023_svenulreich
32,1.19,119,88,73.9,19,3,5,11,40.7,1,1,0,0,,2022-2023_gregorkobel
12,1.71,32,20,62.5,3,2,2,1,14.3,0,0,0,,,2022-2023_alexandermeyer
29,1.12,75,45,69.3,16,4,6,7,26.9,7,6,1,14.3,,2022-2023_janisblaswich
10,1.67,26,17,65.4,2,2,2,2,33.3,1,1,0,0,,2022-2023_petergulacsi
2,1,5,4,60,2,0,0,1,50,0,0,0,,,2022-2023_rjannyland
27,0.93,119,92,81.5,16,7,6,11,37.9,5,5,0,0,,2022-2023_frederikrnnow
11,2.2,25,14,64,2,1,2,2,40,2,2,0,0,,2022-2023_lennartgrill
44,1.29,150,106,74,17,8,9,13,38.2,6,5,0,0,,2022-2023_markflekken
47,1.42,142,97,71.8,14,8,11,9,27.3,7,7,0,0,,2022-2023_lukashradecky
2,2,4,2,50,0,0,1,0,0,0,0,0,,,2022-2023_andreylunyov
51,1.55,130,80,62.3,13,10,10,6,18.2,2,2,0,0,,2022-2023_kevintrapp
1,1,5,4,80,0,1,0,0,0,0,0,0,,,2022-2023_diantramaj
48,1.41,147,101,70.1,13,10,11,12,35.3,7,4,1,20,,2022-2023_koencasteels
39,1.5,109,69,67,9,8,9,7,26.9,5,3,1,25,,2022-2023_robinzentner
16,2,44,26,65.9,3,2,3,0,0,3,1,2,66.7,,2022-2023_finndahmen
